,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-1.3139260159743114,1.3223311135434397,-1.2641494315599653,-1.238965739979534,-0.7985336420771214,0.6640241175414557,0.0669128850013854,0.22882721408266896,0.2109448135173005,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,-1.0533452419390748,-0.6392951927833842,-1.884905243469257,-1.4346277089679942,-0.815590711255382,-0.951719409213478,0.4805019478587802,0.6125820865069055,-0.014123506072684575,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.17940226599685227,-1.0906428384869014,-0.022637807741381556,-0.6799315428696479,-0.5426776044032137,-0.2528324875764403,0.9316900164304835,-0.8584782577860014,-1.1957321839201063,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,-0.29164759475915236,-1.1340416505737778,0.9084959101225561,0.25179211898016246,0.27606171615329106,0.7903081405105244,0.9692890221447922,-1.817865438846593,-1.758402982895069,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-0.1312901953528529,-0.3962618450968751,0.28774009821326435,-0.24668004010948602,0.19077637026198851,1.0169274146057026,1.1572840507163353,0.676541231910945,-0.8018626246376324,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,0.04911187897923397,0.6453096449881641,-0.022637807741381556,-0.8569590386211118,-0.40622105097712957,-0.10924928337873202,-0.87306225785633,1.0602961043351815,1.3081528715184778,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,-0.4319603192396644,-0.31814398334049715,0.1325511452359414,-0.8103728555286213,-0.32093570508582697,0.8283663392135314,0.9692890221447922,0.9323778135271027,-0.49239368520140286,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,0.21949161584842714,-1.5940690586946702,1.374062769054525,0.9459262470582711,1.2653717284924009,0.29555155737143335,-0.6850672292847869,-2.457456892886987,-0.6611949248938916,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.329737327940258,-0.8562892532177674,1.529251722031848,1.39315360474618,1.0436298291750143,0.4702732877806928,1.57087311357373,-1.817865438846593,-2.4617414816137724,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,-0.6023400561088575,0.5671917832317862,1.0636848630998792,-0.6799315428696479,-0.18447915165974285,0.3422593466887601,-1.5874433664281937,1.1882143951432604,1.786423050647196,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,0.5502287521239198,1.1660953900306839,1.2188738160772021,0.29371968376340396,0.770716722322846,-0.7891071056642662,-1.6250423721425022,-1.1143148394021591,0.8298826923897594,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11,-0.20144655759310892,1.2442132517870617,-0.022637807741381556,-0.3724627344592104,-0.15036501330322183,0.017034739590336665,-0.6098692178561697,-0.3468050945536859,0.43601313310728557,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
